title,artist,albumTitle,bpm,key,comment,year,location
Hands Up,Black Eyed Peas,Elephunk,87.033432,3M,"Hip Hop; Party Rap; pulsing synth stabs, booming 808s, anthemic chant vocals, maximalist EDM-influenced production; festival-ready crowd-mover with commercial crossover appeal; US, late 2000s.",2003,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Hands Up.mp3
Harder Than You Think (Remix),Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul?,100.068253,12M,"Hip-Hop; Political Rap; explosive brass stabs, militant drums, confrontational vocals, defiant energy; revolutionary street anthem with unshakeable swagger; New York, early 90s aesthetic.",1989,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Harder Than You Think (Remix).mp3
Holy Calamity [Bear Witness II],"Handsome Boy Modeling School,DJ Shadow,DJ Quest",So...How's Your Girl?,99.104523,6M,"Trip-Hop; Instrumental Hip-Hop; dusty breakbeats, cinematic strings, noir atmosphere, vinyl crackle warmth; moody headphone sessions meet underground beat culture; California, late 90s.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Holy Calamity [Bear Witness II].mp3
I Don't Care (Time to Party),"Rodney P,Mystro",The Future,97.998978,3D,"UK Hip-Hop; Boom Bap; crisp breakbeats, skippy percussion, raw vocal delivery, stripped-back production; gritty British underground attitude; London, late 90s/early 2000s.",2001,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/I Don't Care (Time to Party).mp3
I Wish - Radio Edit,Skee-Lo,I Wish,97.862389,2D,"Hip-Hop; G-Funk/Jazz-Rap; laid-back boom-bap drums, wistful piano loops, self-deprecating storytelling flows; nostalgic West Coast summertime cruising vibes; California, mid-90s.",1995,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/I Wish - Radio Edit.mp3
It Takes Two,Rob Base & DJ EZ Rock,It Takes Two,111.598274,12M,"Golden Age Hip-Hop; Party Rap; infectious James Brown samples, call-and-response vocals, breakbeat drums; quintessential block party anthem; New York, late 80s.",1988,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/It Takes Two.mp3
Know How,Young MC,Stone Cold Rhymin' (Deluxe Edition),116.793739,11M,"Hip Hop; Golden Age Rap; funky breakbeats, crisp samples, charismatic rapid-fire flow, upbeat party energy; West Coast intelligent rap movement; Los Angeles, late 80s golden era.",1989,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Know How.mp3
Mistadobalina,Del The Funky Homosapien,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,99.588608,12M,"Hip-Hop; Golden Age/Alternative; jazzy flute loop, quirky sampling, laid-back boom-bap drums, playful vocal delivery; witty West Coast underground vibes; Oakland/Bay Area, early 90s.",1991,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Mistadobalina.mp3
Rock Your Body,Justin Timberlake,Justified,101.000122,2M,"Pop; Dance-Pop; falsetto vocals, Neptunes-style funk guitar licks, bouncy bassline, crisp programmed drums; sexy dancefloor seduction with retro-futuristic R&B swagger; US, early 2000s.",2002,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Rock Your Body.mp3
Round of Applause (feat. Dynamite MC),"The Nextmen,Dynamite MC",Join the Dots,98.099968,12D,"UK Breakbeat; Funky Breaks; punchy brass stabs, rolling bassline, crispy boom-bap drums with MC chat; high-energy festival vibes meets underground sound system culture; Brighton/Leeds, mid-2000s golden era.",2007,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Round of Applause (feat. Dynamite MC).mp3
Rump Shaker,Wreckx-N-Effect,American Reunion (Original Motion Picture Soundtrack),102.731148,1M,"Hip-Hop; New Jack Swing; booming 808s, funky talk-box vocals, infectious sample-heavy bounce; party-starting strip club anthem energy; US, early 90s.",1992,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Rump Shaker.mp3
Shake Your Rump - 2005 Remaster,Beastie Boys,Solid Gold Hits,103.11747,2M,"Hip-Hop; Golden Era Boom Bap; funky bass grooves, dusty breakbeats, sample-heavy collage production; playful party anthem from NYC's rap pioneers; New York, 1989.",1989,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Shake Your Rump - 2005 Remaster.mp3
The Humpty Dance,Digital Underground,Sex Packets,103.539902,10D,"Hip-Hop; Golden Age Rap; funky P-Funk samples, playful piano stabs, boom-bap breaks; comedic West Coast party anthem; Oakland, California, early 90s.",1990,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/The Humpty Dance.mp3
They Don't Want Music,"Black Eyed Peas,James Brown",Monkey Business,106.00119,2M,"Hip-Hop; Funk-infused; James Brown vocal samples, punchy brass stabs, boom-bap percussion, old-school breaks; energetic party anthem celebrating authentic groove; US, early 2000s.",2005,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/They Don't Want Music.mp3
Weekends,"Black Eyed Peas,Esthero",Bridging The Gap,104.148941,5M,"Hip-Hop; Alternative R&B; lush downtempo grooves, smoky vocals, jazzy undertones, laid-back beat switches; sophisticated urban lounge atmosphere; US/Canada, early 2000s.",2003,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Weekends.mp3
Wind It Up,Gwen Stefani,The Sweet Escape,120.002205,10M,"Pop; Dance-Pop; yodeling hook samples, marching band drums, brass stabs, synthetic strings; theatrical Sound of Music-meets-club energy; US, mid-2000s.",2006,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Bouncing Hip Hop Fun/Wind It Up.mp3
Block Rockin' Beats,The Chemical Brothers,Brotherhood,109.379639,10M,"Big Beat; Breakbeat; crushing funk breaks, distorted basslines, aggressive sample chops; adrenaline-fueled festival mayhem and underground warehouse energy; UK, late 90s.",1997,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Block Rockin' Beats.mp3
Bootylicious,Destiny's Child,Survivor,103.40049,7M,"R&B; Neo-Soul; Rockwilder's gritty guitar licks, syncopated funk drums, sensual vocal harmonies; empowered femininity anthem for millennium dancefloors; USA, early 2000s.",2001,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Bootylicious.mp3
Breathe,The Prodigy,The Fat of the Land - Expanded Edition,65.007874,7M,"Big Beat; Breakbeat Hardcore; distorted bass stabs, hypnotic sitar loops, militant drum breaks, sinister vocal samples; raw underground rave energy meets Eastern mysticism; UK, mid-90s.",1996,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Breathe.mp3
Exploration of Space - Radio Edit,Cosmic Gate,Exploration of Space,137.999649,1M,"Trance; Uplifting Trance; soaring synth leads, euphoric breakdowns, pounding kick drums, cosmic atmospheric pads; peak-time mainstage energy for hands-in-the-air moments; Germany, early 2000s.",2001,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Exploration of Space - Radio Edit.mp3
Galvanize,The Chemical Brothers,Push The Button,103.992577,11M,"Big Beat; Breakbeat; punchy Arabic strings, distorted vocals, relentless drum breaks; sweaty festival tent energy with global fusion swagger; UK, mid-2000s.",2005,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Galvanize.mp3
Gangster Trippin,Fatboy Slim,You've Come a Long Way Baby (10th Anniversary Edition),101.743668,7D,"Big Beat; Breakbeat; distorted vocal chops, aggressive horn stabs, grimy bassline, relentless breaks; swaggering late-90s festival energy; UK, 1998.",1998,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Gangster Trippin.mp3
Go,The Chemical Brothers,Born In The Echoes,119.999664,12M,"Big Beat; Breakbeat; distorted guitar stabs, relentless breakbeats, hypnotic vocal loops; peak-time festival energy meets underground rave intensity; UK, late 90s.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Go.mp3
"Harder, Better, Faster, Stronger",Daft Punk,Discovery,123.450623,4M,"French House; Filtered Disco; vocoded mantras, punchy sidechain compression, relentless funk loops; robotic precision meets dancefloor euphoria; Paris, early 2000s.",2001,"/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Harder, Better, Faster, Stronger.mp3"
Hey Boy Hey Girl,The Chemical Brothers,Surrender,126.984985,12M,"Big Beat; Breakbeat; distorted vocal chops, punishing bass stabs, relentless breaks; peak-time festival mayhem energy; UK, late 90s.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Hey Boy Hey Girl.mp3
Higher State of Consciousness - Tweekin Acid Funk,Josh Wink,Higher State Of Consciousness,125.891388,2D,"Acid House; Techno; squelchy 303 basslines, relentless four-four kicks, hypnotic acid sequences; peak-time rave euphoria; Philadelphia, mid-90s classic reborn.",1995,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Higher State of Consciousness - Tweekin Acid Funk.mp3
Hustler - Radio Edit,Simian Mobile Disco,Hustler,126.984589,10M,"Electro House; Tech House; pulsing bass synths, robotic vocal chops, stripped-back percussion, hypnotic loops; sweaty warehouse intensity meets polished dancefloor momentum; UK, late 2000s.",2008,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Hustler - Radio Edit.mp3
I See You Baby (feat. Gramma Funk) - Fatboy Slim Radio Edit,"Groove Armada,Gram'ma Funk",Groove Armada Greatest Hits,129.999619,8D,"Big Beat; Funky Breakbeat House; filtered disco loops, punchy drums, infectious vocal chops; sweat-drenched festival tents and packed warehouse parties; UK, late 90s.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/I See You Baby (feat. Gramma Funk) - Fatboy Slim Radio Edit.mp3
Insomnia - Radio Edit,Faithless,Running Hits,127.069305,3M,"Trance; Progressive House; hypnotic piano loop, anthemic builds, relentless four-to-four kick, spoken-word vocals; euphoric peak-time rave energy; UK, mid-90s.",1995,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Insomnia - Radio Edit.mp3
Intergalactic - Remastered,Beastie Boys,Hello Nasty (Deluxe Version/Remastered 2009),105.954483,2M,"Hip-Hop; Alternative Hip-Hop; distorted bass synth, robotic vocoder hooks, funky breakbeats, sci-fi samples; futuristic party anthem energy; New York, late 90s.",1998,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Intergalactic - Remastered.mp3
It's Funky Enough - Remastered Single,The D.O.C.,No One Can Do It Better,90.232956,11D,"Hip-Hop; Golden Era Rap; crisp breakbeats, punchy horn stabs, funky bass loops, raw vocal delivery; West Coast swagger meets classic boom-bap energy; California, late 80s.",1989,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/It's Funky Enough - Remastered Single.mp3
Meet Her At The Loveparade (Radio Edit),Da Hool,Meet Her At The Loveparade,131.977142,1M,"Trance; Hard Trance; pounding kick drums, euphoric synth stabs, massive festival energy, anthemic vocal samples; German rave stadium peak-time madness, late 90s.",2001,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Meet Her At The Loveparade (Radio Edit).mp3
My My My,Armand Van Helden,Nympho,127.517067,2M,"House; Speed Garage; chopped vocal stabs, punchy filtered bass, skippy UK garage rhythms; peak-time club energy with that signature AVH swagger; New York/UK crossover influence, late 90s.",2004,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/My My My.mp3
Out Of Space (Remastered),The Prodigy,Experience: Expanded (Remastered),147.065628,1M,"Breakbeat Hardcore; Rave; frantic breakbeats, reggae vocal samples, acid bassline stabs, relentless energy; sweaty UK warehouse madness that defined early rave culture; Essex, 1992.",1992,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Out Of Space (Remastered).mp3
Red Alert (Jaxx Radio Mix),Basement Jaxx,Red Alert,126.860268,9M,"House; UK Garage-influenced; punchy filtered bassline, sharp vocal chops, crispy breakbeats, infectious horn stabs; peak-time festival energy with British rave nostalgia; London, early 2000s.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Red Alert (Jaxx Radio Mix).mp3
Romeo,Basement Jaxx,Rooty,126.856606,3D,"House; UK Garage-infused; shuffling breaks, punchy brass stabs, chopped vocal hooks, warm sub-bass; peak-time energy for sweaty basement clubs; London, early 2000s.",2001,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Romeo.mp3
Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,"Benny Benassi,The Biz",Hypnotica (Benny Benassi Presents The Biz),129.99942,7M,"Electro House; Filter House; aggressive sawtooth synth stabs, relentless filtered bassline, robotic vocal chops; peak-time mainstage energy; Italy, early 2000s.",2002,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz.mp3
Say It Again (featuring CeCe Rogers),"Jestofunk,CeCe Rogers",Love in a Black Dimension,117.653809,6M,"House; Soulful House; warm piano chords, uplifting vocal loops, classic disco strings, punchy 909 drums; euphoric peak-time dancefloor energy; Italy/US collaboration, mid-90s.",1996,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Say It Again (featuring CeCe Rogers).mp3
Smack My Bitch Up,The Prodigy,The Fat of the Land - Expanded Edition,136.204712,8M,"Big Beat; Breakbeat Hardcore; aggressive breaks, distorted basslines, frantic sample manipulation; anarchic late-90s rave energy; Essex/UK, 1997.",1997,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Smack My Bitch Up.mp3
Superstylin',Groove Armada,Goodbye Country (Hello Nightclub),129.001907,2M,"House; Funk House; punchy filtered disco loops, infectious vocal chops, rolling bassline, organic percussion; sun-drenched festival euphoria and poolside parties; UK, early 2000s.",2001,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Superstylin'.mp3
The Power,SNAP!,World Power,108.895592,3M,"Eurodance; Hip-House; thunderous vocal hooks, relentless piano stabs, raw breakbeats, iconic rap verses collide with gospel-powered diva energy; peak-hour European rave euphoria; Germany, 1990.",1990,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/The Power.mp3
We Are Mirage,"Eric Prydz,Empire of the Sun",Liberate (Remixes),127.999893,2M,"Progressive House; Melodic House; shimmering arpeggios, euphoric synth swells, anthemic vocal hooks; sunset festival main stage energy; Sweden/Australia collaboration, 2010s.",2016,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/We Are Mirage.mp3
We Are Your Friends - Justice Vs Simian,"Justice,Simian",We Are Your Friends,122.979485,1M,"Electro House; French Touch; distorted bass synths, punchy filtered vocals, angular saw-wave riffs; peak-time festival anthem energy; France/UK collaboration, mid-2000s.",2006,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/We Are Your Friends - Justice Vs Simian.mp3
Where's Your Head At,Basement Jaxx,Rooty,127.841934,1D,"UK Garage; Big Beat; distorted vocal chops, aggressive breakbeats, menacing bassline, psychedelic synth stabs; peak-time festival energy with underground rave intensity; London, early 2000s.",2001,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chemical Bro Dance/Where's Your Head At.mp3
A Simple Design,The Juan Maclean,A Simple Design,113.992943,12M,"Electronic; Nu-Disco; hypnotic bassline, shimmering synth arpeggios, minimal percussion, LCD Soundsystem-adjacent production; sophisticated Brooklyn warehouse afterhours vibe; NYC, mid-2000s DFA Records aesthetic.",2005,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chicago Bongo/A Simple Design.mp3
Aaaahhh!,Chrissy,The Cool Ranch Collection,130.000107,3M,"House; Jackin' House; punchy drums, filtered vocal stabs, rolling bassline, energetic builds; peak-time dancefloor energy with playful attitude; Chicago-influenced, 2010s.",2013,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chicago Bongo/Aaaahhh!.mp3
African Reggae,Nina Hagen,Definitive Collection,86.986458,1M,"Punk Rock; Post-Punk; raw vocals, driving bass lines, tribal percussion, anarchic energy; confrontational Berlin underground cabaret meets dub experimentation; Germany, 1982.",1982,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chicago Bongo/African Reggae.mp3
Afrodesia,El Coco,Greatest Disco Hits,128.453674,1M,"Disco; Afro-Disco/Latin Funk; percussion-heavy grooves, lush orchestral strings, infectious congas and timbales; sun-drenched dancefloor euphoria celebrating Latin-African fusion; USA, late 1970s.",1977,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chicago Bongo/Afrodesia.mp3
Best Friend,"Sofi Tukker,NERVO,The Knocks,ALISA UENO",Treehouse,102.001801,3M,"Electronic Dance; Future House; crisp vocal chops, bouncy bassline, playful synth stabs; euphoric poolside party energy with international collaboration vibes; US/Australia, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Chicago Bongo/Best Friend.mp3
